county_fips,POP_ESTIMATE_2020,state,state_po,county_name,fixed_fips,size,pct_change
21079,16963.0,KENTUCKY,KY,GARRARD,21079,xs,0.2594631796283551
21081,25015.0,KENTUCKY,KY,GRANT,21081,xs,0.15445026178010468
21083,36528.0,KENTUCKY,KY,GRAVES,21083,xs,0.07587666263603388
21085,26460.0,KENTUCKY,KY,GRAYSON,21085,xs,0.22511485451761093
21087,11132.0,KENTUCKY,KY,GREEN,21087,xs,0.10576923076923084
21089,35877.0,KENTUCKY,KY,GREENUP,21089,xs,0.1753497346840327
21091,9101.0,KENTUCKY,KY,HANCOCK,21091,xs,0.08601286173633449
21093,110829.0,KENTUCKY,KY,HARDIN,21093,s,0.2981210556511762
21095,26754.0,KENTUCKY,KY,HARLAN,21095,xs,0.08892128279883371
21097,18719.0,KENTUCKY,KY,HARRISON,21097,xs,0.1816838995568686
21099,19290.0,KENTUCKY,KY,HART,21099,xs,0.10289017341040463
21101,44678.0,KENTUCKY,KY,HENDERSON,21101,xs,0.13895929625764136
21103,15698.0,KENTUCKY,KY,HENRY,21103,xs,0.17177242888402633
21105,4529.0,KENTUCKY,KY,HICKMAN,21105,xs,0.020044543429844186
21107,45369.0,KENTUCKY,KY,HOPKINS,21107,xs,0.2619489559164734
21109,12963.0,KENTUCKY,KY,JACKSON,21109,xs,0.2551867219917012
21111,782845.0,KENTUCKY,KY,JEFFERSON,21111,l,0.19625227944412993
21113,53024.0,KENTUCKY,KY,JESSAMINE,21113,xs,0.39436848958333326
21115,22648.0,KENTUCKY,KY,JOHNSON,21115,xs,0.2864
21117,169271.0,KENTUCKY,KY,KENTON,21117,s,0.3324935987445279
21119,14158.0,KENTUCKY,KY,KNOTT,21119,xs,0.13413654618473903
21121,30185.0,KENTUCKY,KY,KNOX,21121,xs,0.20045428733674053
21123,14873.0,KENTUCKY,KY,LARUE,21123,xs,0.17683881064162765
21125,62727.0,KENTUCKY,KY,LAUREL,21125,xs,0.3005813953488372
21127,16303.0,KENTUCKY,KY,LAWRENCE,21127,xs,0.184688995215311
21129,7368.0,KENTUCKY,KY,LEE,21129,xs,0.03378378378378377
21131,10468.0,KENTUCKY,KY,LESLIE,21131,xs,0.11499999999999999
21133,21465.0,KENTUCKY,KY,LETCHER,21133,xs,0.16666666666666674
21135,13087.0,KENTUCKY,KY,LEWIS,21135,xs,0.0484076433121019
21137,24255.0,KENTUCKY,KY,LINCOLN,21137,xs,0.20857908847184992
21139,8871.0,KENTUCKY,KY,LIVINGSTON,21139,xs,0.05862457722660652
21141,27513.0,KENTUCKY,KY,LOGAN,21141,xs,0.12304900181488199
21143,8679.0,KENTUCKY,KY,LYON,21143,xs,0.044976076555024
21145,67917.0,KENTUCKY,KY,MCCRACKEN,21145,xs,0.22509305890081022
21147,16840.0,KENTUCKY,KY,MCCREARY,21147,xs,0.0918674698795181
21149,9136.0,KENTUCKY,KY,MCLEAN,21149,xs,0.08704453441295557
21151,92993.0,KENTUCKY,KY,MADISON,21151,xs,0.32112269990672426
21153,11603.0,KENTUCKY,KY,MAGOFFIN,21153,xs,0.03498293515358353
21155,19592.0,KENTUCKY,KY,MARION,21155,xs,0.016050765210899653
21157,31691.0,KENTUCKY,KY,MARSHALL,21157,xs,0.1086601307189543
21159,11253.0,KENTUCKY,KY,MARTIN,21159,xs,0.11019283746556474
21161,17133.0,KENTUCKY,KY,MASON,21161,xs,0.19898477157360417
21163,30026.0,KENTUCKY,KY,MEADE,21163,xs,0.20026437541308661
21165,6146.0,KENTUCKY,KY,MENIFEE,21165,xs,0.0714285714285714
21167,22655.0,KENTUCKY,KY,MERCER,21167,xs,0.2663883089770356
21169,10288.0,KENTUCKY,KY,METCALFE,21169,xs,-0.0010245901639344135
21171,11319.0,KENTUCKY,KY,MONROE,21171,xs,0.09317803660565716
21173,28112.0,KENTUCKY,KY,MONTGOMERY,21173,xs,0.149461684610513
21175,13735.0,KENTUCKY,KY,MORGAN,21175,xs,0.16500994035785288
21177,30894.0,KENTUCKY,KY,MUHLENBERG,21177,xs,0.08312958435207829
21179,46779.0,KENTUCKY,KY,NELSON,21179,xs,0.11718992850481813
21181,7541.0,KENTUCKY,KY,NICHOLAS,21181,xs,0.2134688691232529
21183,23747.0,KENTUCKY,KY,OHIO,21183,xs,0.15576923076923066
21185,67693.0,KENTUCKY,KY,OLDHAM,21185,xs,0.4125438254772107
21187,11301.0,KENTUCKY,KY,OWEN,21187,xs,0.03389830508474567
21189,4032.0,KENTUCKY,KY,OWSLEY,21189,xs,-0.15625
21191,14648.0,KENTUCKY,KY,PENDLETON,21191,xs,0.13573883161512024
21193,28367.0,KENTUCKY,KY,PERRY,21193,xs,0.10018726591760307
21195,58441.0,KENTUCKY,KY,PIKE,21195,xs,0.13598130841121492
21197,13093.0,KENTUCKY,KY,POWELL,21197,xs,0.07468553459119498
21199,65116.0,KENTUCKY,KY,PULASKI,21199,xs,0.3460076045627376
21201,2184.0,KENTUCKY,KY,ROBERTSON,21201,xs,0.13963963963963955
21203,16059.0,KENTUCKY,KY,ROCKCASTLE,21203,xs,0.23934426229508188
21205,24722.0,KENTUCKY,KY,ROWAN,21205,xs,0.17754172989377848
21207,18002.0,KENTUCKY,KY,RUSSELL,21207,xs,0.2159194876486734
21209,57531.0,KENTUCKY,KY,SCOTT,21209,xs,0.3692806221646143
21211,48244.0,KENTUCKY,KY,SHELBY,21211,xs,0.28680688336520066
21213,19633.0,KENTUCKY,KY,SIMPSON,21213,xs,0.25046641791044766
21215,19511.0,KENTUCKY,KY,SPENCER,21215,xs,0.3170223841749089
21217,26000.0,KENTUCKY,KY,TAYLOR,21217,xs,0.1598119858989424
21219,12288.0,KENTUCKY,KY,TODD,21219,xs,0.1535508637236085
21221,14078.0,KENTUCKY,KY,TRIGG,21221,xs,0.12854442344045358
21223,8460.0,KENTUCKY,KY,TRIMBLE,21223,xs,0.1513083048919226
21225,13652.0,KENTUCKY,KY,UNION,21225,xs,0.14876033057851235
21227,135028.0,KENTUCKY,KY,WARREN,21227,s,0.3248261228339031
21229,12043.0,KENTUCKY,KY,WASHINGTON,21229,xs,0.15774647887323945
21231,19539.0,KENTUCKY,KY,WAYNE,21231,xs,0.18798043326345204
21233,13018.0,KENTUCKY,KY,WEBSTER,21233,xs,0.1387096774193548
21235,36698.0,KENTUCKY,KY,WHITLEY,21235,xs,0.23463957426221582
21237,6559.0,KENTUCKY,KY,WOLFE,21237,xs,0.11420982735723761
21239,26904.0,KENTUCKY,KY,WOODFORD,21239,xs,0.31706333198870507
22001,57478.0,LOUISIANA,LA,ACADIA,22001,xs,-0.03458673288400138
22003,22687.0,LOUISIANA,LA,ALLEN,22003,xs,0.0009496676163343043
22005,126978.0,LOUISIANA,LA,ASCENSION,22005,s,0.23810390871570775
22007,20963.0,LOUISIANA,LA,ASSUMPTION,22007,xs,-0.02493004324599335
22009,39646.0,LOUISIANA,LA,AVOYELLES,22009,xs,-0.011122144985104221
22011,36605.0,LOUISIANA,LA,BEAUREGARD,22011,xs,0.062264939406602604
22013,12913.0,LOUISIANA,LA,BIENVILLE,22013,xs,-0.01981463726430166
22015,128721.0,LOUISIANA,LA,BOSSIER,22015,s,0.23898425757455888
22017,236945.0,LOUISIANA,LA,CADDO,22017,s,0.030420881401566957
22019,216481.0,LOUISIANA,LA,CALCASIEU,22019,s,-0.011940979616671732
22021,9615.0,LOUISIANA,LA,CALDWELL,22021,xs,-0.05456852791878175
22023,5623.0,LOUISIANA,LA,CAMERON,22023,xs,0.003095975232198178
22025,8844.0,LOUISIANA,LA,CATAHOULA,22025,xs,-0.04009077155824503
22027,14103.0,LOUISIANA,LA,CLAIBORNE,22027,xs,0.005152741994847165
22029,18569.0,LOUISIANA,LA,CONCORDIA,22029,xs,-0.029034229828850844
22031,26845.0,LOUISIANA,LA,DE SOTO,22031,xs,0.05653436592449168
22033,455899.0,LOUISIANA,LA,EAST BATON ROUGE,22033,m,0.12398373983739841
22035,7397.0,LOUISIANA,LA,EAST CARROLL,22035,xs,0.0337323177366704
22037,19456.0,LOUISIANA,LA,EAST FELICIANA,22037,xs,0.010625737898465104
22039,32297.0,LOUISIANA,LA,EVANGELINE,22039,xs,-0.011882129277566489
22041,19713.0,LOUISIANA,LA,FRANKLIN,22041,xs,0.06065442936951326
22043,22149.0,LOUISIANA,LA,GRANT,22043,xs,-0.020321761219305623
22045,70055.0,LOUISIANA,LA,IBERIA,22045,xs,0.030753411852682655
22047,30064.0,LOUISIANA,LA,IBERVILLE,22047,xs,0.022825564632388273
22049,14998.0,LOUISIANA,LA,JACKSON,22049,xs,0.0018700327255727345
22051,439725.0,LOUISIANA,LA,JEFFERSON,22051,m,0.1466947196959414
22053,32210.0,LOUISIANA,LA,JEFFERSON DAVIS,22053,xs,0.04155844155844157
22055,242145.0,LOUISIANA,LA,LAFAYETTE,22055,s,0.21264438061480173
22057,97454.0,LOUISIANA,LA,LAFOURCHE,22057,xs,0.029561913807432116
22059,14823.0,LOUISIANA,LA,LA SALLE,22059,xs,0.05454545454545445
22061,48309.0,LOUISIANA,LA,LINCOLN,22061,xs,0.06359926832700147
22063,142834.0,LOUISIANA,LA,LIVINGSTON,22063,s,0.3307913669064748
22065,9927.0,LOUISIANA,LA,MADISON,22065,xs,-0.03279883381924198
22067,25465.0,LOUISIANA,LA,MOREHOUSE,22067,xs,-0.04054316197866148
22069,37387.0,LOUISIANA,LA,NATCHITOCHES,22069,xs,-0.034714445688689755
22071,383241.0,LOUISIANA,LA,ORLEANS,22071,m,0.10342099764172064
22073,160111.0,LOUISIANA,LA,OUACHITA,22073,s,0.06079089569346641
22075,23460.0,LOUISIANA,LA,PLAQUEMINES,22075,xs,0.020017926501344485
22077,20673.0,LOUISIANA,LA,POINTE COUPEE,22077,xs,-0.01700251889168769
22079,129651.0,LOUISIANA,LA,RAPIDES,22079,s,0.06292981115598728
22081,7582.0,LOUISIANA,LA,RED RIVER,22081,xs,-0.15170278637770895
22083,20026.0,LOUISIANA,LA,RICHLAND,22083,xs,0.02153943617358256
22085,22099.0,LOUISIANA,LA,SABINE,22085,xs,0.01644157369348198
22087,43856.0,LOUISIANA,LA,ST. BERNARD,22087,xs,0.2401209677419356
22089,52513.0,LOUISIANA,LA,ST. CHARLES,22089,xs,0.14499357401565605
22091,10898.0,LOUISIANA,LA,ST. HELENA,22091,xs,-0.0020876826722338038
22093,20120.0,LOUISIANA,LA,ST. JAMES,22093,xs,0.014334683702087903
22095,42366.0,LOUISIANA,LA,ST. JOHN THE BAPTIST,22095,xs,0.07274306926783036
22097,82314.0,LOUISIANA,LA,ST. LANDRY,22097,xs,0.009471788017897609
22099,51634.0,LOUISIANA,LA,ST. MARTIN,22099,xs,0.020929107186063334
22101,49142.0,LOUISIANA,LA,ST. MARY,22101,xs,0.0006211180124222615
22103,265000.0,LOUISIANA,LA,ST. TAMMANY,22103,s,0.36183569650395064
22105,133654.0,LOUISIANA,LA,TANGIPAHOA,22105,s,0.11903069084014684
22107,4107.0,LOUISIANA,LA,TENSAS,22107,xs,-0.0022522522522522292
22109,109405.0,LOUISIANA,LA,TERREBONNE,22109,xs,0.04997655883731844
22111,21092.0,LOUISIANA,LA,UNION,22111,xs,-0.013749535488665976
22113,56956.0,LOUISIANA,LA,VERMILION,22113,xs,0.03129503808935552
22115,48622.0,LOUISIANA,LA,VERNON,22115,xs,0.08742964352720439
22117,45357.0,LOUISIANA,LA,WASHINGTON,22117,xs,0.04884047786366841
22119,36883.0,LOUISIANA,LA,WEBSTER,22119,xs,-0.014057507987220497
22121,27262.0,LOUISIANA,LA,WEST BATON ROUGE,22121,xs,0.15177410365966937
22123,9696.0,LOUISIANA,LA,WEST CARROLL,22123,xs,-0.006993006993006978
22125,15259.0,LOUISIANA,LA,WEST FELICIANA,22125,xs,0.022241992882562345
22127,13720.0,LOUISIANA,LA,WINN,22127,xs,-0.061435523114355184
23001,111175.0,MAINE,ME,ANDROSCOGGIN,23001,s,0.20026945977660926
23003,67063.0,MAINE,ME,AROOSTOOK,23003,xs,0.042581801882563886
23005,303585.0,MAINE,ME,CUMBERLAND,23005,m,0.25031801982890056
23007,29468.0,MAINE,ME,FRANKLIN,23007,xs,0.150085518814139
23009,55511.0,MAINE,ME,HANCOCK,23009,xs,0.2017745237947508
23011,124712.0,MAINE,ME,KENNEBEC,23011,s,0.19111323459149543
23013,40654.0,MAINE,ME,KNOX,23013,xs,0.21433737844571255
23015,35263.0,MAINE,ME,LINCOLN,23015,xs,0.23855092276144907
23017,57898.0,MAINE,ME,OXFORD,23017,xs,0.21220834702596125
23019,152169.0,MAINE,ME,PENOBSCOT,23019,s,0.14845605700712583
23021,16808.0,MAINE,ME,PISCATAQUIS,23021,xs,0.13524854744996762
23023,36732.0,MAINE,ME,SAGADAHOC,23023,xs,0.2685671417854463
23025,50473.0,MAINE,ME,SOMERSET,23025,xs,0.12175538935327768
23027,39658.0,MAINE,ME,WALDO,23027,xs,0.18247126436781613
23029,31088.0,MAINE,ME,WASHINGTON,23029,xs,0.1129218106995884
23031,212260.0,MAINE,ME,YORK,23031,s,0.27478332497672087
24001,67960.0,MARYLAND,MD,ALLEGANY,24001,xs,0.1629206349206349
24003,589106.0,MARYLAND,MD,ANNE ARUNDEL,24003,m,0.3457743791806509
24005,853387.0,MARYLAND,MD,BALTIMORE,24005,l,0.18312638499716138
24009,92915.0,MARYLAND,MD,CALVERT,24009,s,0.23934156378600813
24011,33270.0,MARYLAND,MD,CAROLINE,24011,xs,0.270890496383138
24013,172941.0,MARYLAND,MD,CARROLL,24013,s,0.3722287047841306
24015,103800.0,MARYLAND,MD,CECIL,24015,xs,0.23142857142857154
24017,166741.0,MARYLAND,MD,CHARLES,24017,s,0.2600271579416713
24019,32530.0,MARYLAND,MD,DORCHESTER,24019,xs,0.0979983987189752
24021,272786.0,MARYLAND,MD,FREDERICK,24021,s,0.3742436573369661
24023,28798.0,MARYLAND,MD,GARRETT,24023,xs,0.2781456953642385
24025,261230.0,MARYLAND,MD,HARFORD,24025,s,0.3402510780211143
24027,332814.0,MARYLAND,MD,HOWARD,24027,m,0.2615671023519206
24029,19120.0,MARYLAND,MD,KENT,24029,xs,0.16480874316939897
24031,1060904.0,MARYLAND,MD,MONTGOMERY,24031,l,0.17251430120417965
24033,965365.0,MARYLAND,MD,PRINCE GEORGE'S,24033,l,0.10219183895317241
24035,50033.0,MARYLAND,MD,QUEEN ANNE'S,24035,xs,0.3431581587859025
24037,113999.0,MARYLAND,MD,ST MARY'S,24037,s,0.3196076194821489
24039,24561.0,MARYLAND,MD,SOMERSET,24039,xs,0.010724499523355524
24041,37488.0,MARYLAND,MD,TALBOT,24041,xs,0.2784005547209061
24043,154697.0,MARYLAND,MD,WASHINGTON,24043,s,0.23261867575370343
24045,103565.0,MARYLAND,MD,WICOMICO,24045,xs,0.22182825484764535
24047,52522.0,MARYLAND,MD,WORCESTER,24047,xs,0.28780887931918375
24510,583157.0,MARYLAND,MD,BALTIMORE CITY,24510,m,0.022632516418072512
25001,228012.0,MASSACHUSETTS,MA,BARNSTABLE,25001,m,0.2701090708270053
25003,128619.0,MASSACHUSETTS,MA,BERKSHIRE,25003,s,0.182801848378094
25005,576772.0,MASSACHUSETTS,MA,BRISTOL,25005,m,0.1840126601821832
25007,20593.0,MASSACHUSETTS,MA,DUKES,25007,xs,0.1802380952380953
25009,807791.0,MASSACHUSETTS,MA,ESSEX,25009,l,0.20191624308398182
25011,70923.0,MASSACHUSETTS,MA,FRANKLIN,25011,xs,0.22681591633303366
25013,464311.0,MASSACHUSETTS,MA,HAMPDEN,25013,m,0.11864286348698827
25015,146616.0,MASSACHUSETTS,MA,HAMPSHIRE,25015,s,0.1444000939187602
25017,1628235.0,MASSACHUSETTS,MA,MIDDLESEX,25017,xl,0.18609424244753625
25019,14237.0,MASSACHUSETTS,MA,NANTUCKET,25019,xs,0.26410998552822007
25021,724554.0,MASSACHUSETTS,MA,NORFOLK,25021,l,0.23213971751743534
25023,530200.0,MASSACHUSETTS,MA,PLYMOUTH,25023,m,0.28127928685808734
25025,797181.0,MASSACHUSETTS,MA,SUFFOLK,25025,m,0.10079714833306874
25027,859669.0,MASSACHUSETTS,MA,WORCESTER,25027,l,0.251511736711306
26001,10192.0,MICHIGAN,MI,ALCONA,26001,xs,0.23672055427251726
26003,8842.0,MICHIGAN,MI,ALGER,26003,xs,0.23451593505712576
26005,120669.0,MICHIGAN,MI,ALLEGAN,26005,s,0.35451523545706376
26007,28886.0,MICHIGAN,MI,ALPENA,26007,xs,0.23026450686897681
26009,23458.0,MICHIGAN,MI,ANTRIM,26009,xs,0.33992805755395694
26011,15001.0,MICHIGAN,MI,ARENAC,26011,xs,0.16359060402684555
26013,8142.0,MICHIGAN,MI,BARAGA,26013,xs,0.2785467128027681
26015,62598.0,MICHIGAN,MI,BARRY,26015,xs,0.2943822690366469
26017,103742.0,MICHIGAN,MI,BAY,26017,s,0.2083448849459384
26019,17990.0,MICHIGAN,MI,BENZIE,26019,xs,0.33398247322297947
26021,154197.0,MICHIGAN,MI,BERRIEN,26021,s,0.2692998813358196
26023,44884.0,MICHIGAN,MI,BRANCH,26023,xs,0.21695317131001768
26025,134200.0,MICHIGAN,MI,CALHOUN,26025,s,0.19538850022767718
26027,51559.0,MICHIGAN,MI,CASS,26027,xs,0.2558459422283357
26029,26041.0,MICHIGAN,MI,CHARLEVOIX,26029,xs,0.35078839789760563
26031,25587.0,MICHIGAN,MI,CHEBOYGAN,26031,xs,0.2638307763830776
26033,36787.0,MICHIGAN,MI,CHIPPEWA,26033,xs,0.23591745677635245
26035,30843.0,MICHIGAN,MI,CLARE,26035,xs,0.22358201929865862
26037,79170.0,MICHIGAN,MI,CLINTON,26037,s,0.33203977686150865
26039,12992.0,MICHIGAN,MI,CRAWFORD,26039,xs,0.2663507109004739
26041,36870.0,MICHIGAN,MI,DELTA,26041,xs,0.1817899316345557
26043,25904.0,MICHIGAN,MI,DICKINSON,26043,xs,0.20927861330614328
26045,109175.0,MICHIGAN,MI,EATON,26045,s,0.25507257999839594
26047,34113.0,MICHIGAN,MI,EMMET,26047,xs,0.38582903040734373
26049,405777.0,MICHIGAN,MI,GENESEE,26049,m,0.1619351636480424
26051,25378.0,MICHIGAN,MI,GLADWIN,26051,xs,0.19240906694781224
26053,14346.0,MICHIGAN,MI,GOGEBIC,26053,xs,0.22051282051282062
26055,95425.0,MICHIGAN,MI,GRAND TRAVERSE,26055,s,0.3681373718101597
26057,41683.0,MICHIGAN,MI,GRATIOT,26057,xs,0.18125661842569718
26059,45731.0,MICHIGAN,MI,HILLSDALE,26059,xs,0.22588039174828078
26061,37237.0,MICHIGAN,MI,HOUGHTON,26061,xs,0.28780325689597874
26063,31364.0,MICHIGAN,MI,HURON,26063,xs,0.1989517361869404
26065,284675.0,MICHIGAN,MI,INGHAM,26065,s,0.19089874857792943
26067,66870.0,MICHIGAN,MI,IONIA,26067,xs,0.3051963601532568
26069,25184.0,MICHIGAN,MI,IOSCO,26069,xs,0.23659378596087466
26071,11634.0,MICHIGAN,MI,IRON,26071,xs,0.24401197604790426
26073,64518.0,MICHIGAN,MI,ISABELLA,26073,xs,0.23395299894773758
26075,160231.0,MICHIGAN,MI,JACKSON,26075,s,0.24035665826710595
26077,261796.0,MICHIGAN,MI,KALAMAZOO,26077,s,0.24629177339608033
26079,17931.0,MICHIGAN,MI,KALKASKA,26079,xs,0.31666666666666665
26081,658492.0,MICHIGAN,MI,KENT,26081,l,0.3549966470295567
26083,2060.0,MICHIGAN,MI,KEWEENAW,26083,xs,0.27514231499051234
26085,12094.0,MICHIGAN,MI,LAKE,26085,xs,0.17998968540484794
26087,88583.0,MICHIGAN,MI,LAPEER,26087,s,0.28529919899481704
26089,22308.0,MICHIGAN,MI,LEELANAU,26089,xs,0.29834661942722174
26091,99325.0,MICHIGAN,MI,LENAWEE,26091,s,0.24883582089552236
26093,193968.0,MICHIGAN,MI,LIVINGSTON,26093,s,0.40239646347138214
26095,6412.0,MICHIGAN,MI,LUCE,26095,xs,0.23641703377386203
26097,10816.0,MICHIGAN,MI,MACKINAC,26097,xs,0.26235011990407675
26099,880238.0,MICHIGAN,MI,MACOMB,26099,l,0.27016680183986796
26101,25066.0,MICHIGAN,MI,MANISTEE,26101,xs,0.22655151636874882
26103,66012.0,MICHIGAN,MI,MARQUETTE,26103,xs,0.27571375140256826
26105,29033.0,MICHIGAN,MI,MASON,26105,xs,0.2880136337814807
26107,39790.0,MICHIGAN,MI,MECOSTA,26107,xs,0.26565985927578506
26109,23451.0,MICHIGAN,MI,MENOMINEE,26109,xs,0.2195535461994913
26111,83478.0,MICHIGAN,MI,MIDLAND,26111,s,0.31071314358810365
26113,15065.0,MICHIGAN,MI,MISSAUKEE,26113,xs,0.25686900958466463
26115,154896.0,MICHIGAN,MI,MONROE,26115,s,0.22752484830435926
26117,66635.0,MICHIGAN,MI,MONTCALM,26117,xs,0.23228346456692917
26119,9170.0,MICHIGAN,MI,MONTMORENCY,26119,xs,0.2649572649572649
26121,174784.0,MICHIGAN,MI,MUSKEGON,26121,s,0.22354171134462786
26123,50111.0,MICHIGAN,MI,NEWAYGO,26123,xs,0.2673857050869286
26125,1272493.0,MICHIGAN,MI,OAKLAND,26125,xl,0.2654793482379689
26127,26712.0,MICHIGAN,MI,OCEANA,26127,xs,0.2443996979612384
26129,20780.0,MICHIGAN,MI,OGEMAW,26129,xs,0.14686468646864692
26131,5804.0,MICHIGAN,MI,ONTONAGON,26131,xs,0.18282312925170063
26133,22909.0,MICHIGAN,MI,OSCEOLA,26133,xs,0.18817005545286514
26135,8235.0,MICHIGAN,MI,OSCODA,26135,xs,0.2854406130268199
26137,25133.0,MICHIGAN,MI,OTSEGO,26137,xs,0.3338020247469067
26139,296907.0,MICHIGAN,MI,OTTAWA,26139,m,0.4387521401729926
26141,13005.0,MICHIGAN,MI,PRESQUE ISLE,26141,xs,0.21291666666666664
26143,23472.0,MICHIGAN,MI,ROSCOMMON,26143,xs,0.20503848845346395
26145,189882.0,MICHIGAN,MI,SAGINAW,26145,s,0.1507343003874222
26147,160380.0,MICHIGAN,MI,ST. CLAIR,26147,s,0.2773591821773307
26149,60941.0,MICHIGAN,MI,ST. JOSEPH,26149,xs,0.23066702099388792
26151,40499.0,MICHIGAN,MI,SANILAC,26151,xs,0.2242971475477118
26153,8057.0,MICHIGAN,MI,SCHOOLCRAFT,26153,xs,0.1607012417823228
26155,68010.0,MICHIGAN,MI,SHIAWASSEE,26155,xs,0.22325840905467875
26157,53312.0,MICHIGAN,MI,TUSCOLA,26157,xs,0.17270157490913984
26159,75574.0,MICHIGAN,MI,VAN BUREN,26159,xs,0.26738572937094585
26161,371834.0,MICHIGAN,MI,WASHTENAW,26161,m,0.22301004802191726
26163,1789586.0,MICHIGAN,MI,WAYNE,26163,xl,0.14963306920476516
26165,33693.0,MICHIGAN,MI,WEXFORD,26165,xs,0.3160504959422903
27001,15722.0,MINNESOTA,MN,AITKIN,27001,xs,0.15092533503509897
27003,364499.0,MINNESOTA,MN,ANOKA,27003,m,0.33633112582781455
27005,35193.0,MINNESOTA,MN,BECKER,27005,xs,0.26516897081413204
27007,46255.0,MINNESOTA,MN,BELTRAMI,27007,xs,0.3151473296500922
27009,41355.0,MINNESOTA,MN,BENTON,27009,xs,0.2907801418439717
27011,5158.0,MINNESOTA,MN,BIG STONE,27011,xs,0.14332247557003264
27013,69204.0,MINNESOTA,MN,BLUE EARTH,27013,xs,0.2704463543110618
27015,25914.0,MINNESOTA,MN,BROWN,27015,xs,0.26308796173266
27017,36185.0,MINNESOTA,MN,CARLTON,27017,xs,0.19361702127659575
27019,107297.0,MINNESOTA,MN,CARVER,27019,s,0.4308164403942718
27021,30168.0,MINNESOTA,MN,CASS,27021,xs,0.28147100424328153
27023,12608.0,MINNESOTA,MN,CHIPPEWA,27023,xs,0.12537917087967654
27025,56716.0,MINNESOTA,MN,CHISAGO,27025,xs,0.2724725156283683
27027,65344.0,MINNESOTA,MN,CLAY,27027,xs,0.26104386708811966
27029,8578.0,MINNESOTA,MN,CLEARWATER,27029,xs,0.1454545454545455
27031,5597.0,MINNESOTA,MN,COOK,27031,xs,0.30543933054393313
27033,11516.0,MINNESOTA,MN,COTTONWOOD,27033,xs,0.09296781883194272
27035,66277.0,MINNESOTA,MN,CROW WING,27035,xs,0.2498634128574031
27037,440423.0,MINNESOTA,MN,DAKOTA,27037,m,0.322873202212105
27039,20889.0,MINNESOTA,MN,DODGE,27039,xs,0.31495809155383614
27041,39087.0,MINNESOTA,MN,DOUGLAS,27041,xs,0.2635297896258231
27043,13898.0,MINNESOTA,MN,FARIBAULT,27043,xs,0.17556897352531342
27045,21243.0,MINNESOTA,MN,FILLMORE,27045,xs,0.17536157024793386
27047,30896.0,MINNESOTA,MN,FREEBORN,27047,xs,0.1403741102466478
27049,47578.0,MINNESOTA,MN,GOODHUE,27049,xs,0.24984120262544995
27051,6093.0,MINNESOTA,MN,GRANT,27051,xs,0.17647058823529416
27053,1281649.0,MINNESOTA,MN,HENNEPIN,27053,xl,0.2407125286520937
27055,18849.0,MINNESOTA,MN,HOUSTON,27055,xs,0.1708082026537998
27057,21397.0,MINNESOTA,MN,HUBBARD,27057,xs,0.3035349108968741
27059,41396.0,MINNESOTA,MN,ISANTI,27059,xs,0.26179954039243425
27061,45034.0,MINNESOTA,MN,ITASCA,27061,xs,0.19645036051026077
27063,9995.0,MINNESOTA,MN,JACKSON,27063,xs,0.16957104557640745
27065,16053.0,MINNESOTA,MN,KANABEC,27065,xs,0.19209282337773947
27067,43722.0,MINNESOTA,MN,KANDIYOHI,27067,xs,0.16157445637214418
27069,4208.0,MINNESOTA,MN,KITTSON,27069,xs,0.2223572296476306
27071,12031.0,MINNESOTA,MN,KOOCHICHING,27071,xs,0.15307892454466598
27073,6699.0,MINNESOTA,MN,LAC QUI PARLE,27073,xs,0.10804597701149432
27075,10912.0,MINNESOTA,MN,LAKE,27075,xs,0.18524536886577825
27077,3765.0,MINNESOTA,MN,LAKE OF THE WOODS,27077,xs,0.21338155515370705
27079,28637.0,MINNESOTA,MN,LE SUEUR,27079,xs,0.2269089335929051
27081,5625.0,MINNESOTA,MN,LINCOLN,27081,xs,0.08953488372093021
27083,25423.0,MINNESOTA,MN,LYON,27083,xs,0.2115032679738562
27085,36755.0,MINNESOTA,MN,MCLEOD,27085,xs,0.2882683808758537
27087,5380.0,MINNESOTA,MN,MAHNOMEN,27087,xs,0.1956989247311829
27089,9027.0,MINNESOTA,MN,MARSHALL,27089,xs,0.05714285714285716
27091,19987.0,MINNESOTA,MN,MARTIN,27091,xs,0.2092938163190634
27093,23437.0,MINNESOTA,MN,MEEKER,27093,xs,0.2118458163585084
27095,26468.0,MINNESOTA,MN,MILLE LACS,27095,xs,0.1870619946091645
27097,34014.0,MINNESOTA,MN,MORRISON,27097,xs,0.200714874896893
27099,40059.0,MINNESOTA,MN,MOWER,27099,xs,0.19658464434583833
27101,8166.0,MINNESOTA,MN,MURRAY,27101,xs,0.11891891891891881
27103,34494.0,MINNESOTA,MN,NICOLLET,27103,xs,0.220136951559726
27105,22205.0,MINNESOTA,MN,NOBLES,27105,xs,0.0731796560556166
27107,6436.0,MINNESOTA,MN,NORMAN,27107,xs,0.110759493670886
27109,163037.0,MINNESOTA,MN,OLMSTED,27109,s,0.36459137531708397
27111,60099.0,MINNESOTA,MN,OTTER TAIL,27111,xs,0.2802997858672376
27113,13943.0,MINNESOTA,MN,PENNINGTON,27113,xs,0.19608756404285055
27115,28899.0,MINNESOTA,MN,PINE,27115,xs,0.18318777292576427
27117,9417.0,MINNESOTA,MN,PIPESTONE,27117,xs,0.15882874889086063
